cliente,total_pedidos,valor_total,ticket_medio,primeira_compra,ultima_compra
SUPERMERCADO PAULISTA LJ2,146,16538.38,113.28,2026-02-01 00:00:00,2026-02-01 00:00:00
ALLE MERCADO,214,16523.9,77.21,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER CINTRA LJ11,247,16521.16,66.89,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER JOAO 23,237,16517.82,69.7,2026-02-01 00:00:00,2026-02-01 00:00:00
MABY SUPERMERCADOS 5,193,16510.14,85.54,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VILA REAL 2,224,16507.96,73.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPEMERCADO E MAGAZINE BOA SORTE,317,16507.62,52.07,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO PEDRO E JUNIOR,199,16505.95,82.94,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA VIEIRA MACHADO,114,16505.47,144.78,2026-02-01 00:00:00,2026-02-01 00:00:00
PORTO SUPERMERCADOS,209,16505.25,78.97,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DUMONT,254,16499.03,64.96,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SADI,188,16497.0,87.75,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER IDEAL LJ7,152,16492.58,108.5,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SIMOES,172,16490.95,95.88,2026-02-01 00:00:00,2026-02-01 00:00:00
MABY SUPERMERCADOS 6,220,16489.62,74.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MAIS SUPERMERCADOS LJ1,182,16486.86,90.59,2026-02-01 00:00:00,2026-02-01 00:00:00
PANIFICADORA E CONFEITARIA CANAA,280,16481.35,58.86,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO COPAL,219,16480.23,75.25,2026-02-01 00:00:00,2026-02-01 00:00:00
LENDIA SUPERMERCADO,227,16474.33,72.57,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KINKAS,230,16470.54,71.61,2026-02-01 00:00:00,2026-02-01 00:00:00
EXPRESSO BARRA,240,16468.64,68.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ANDRADE MINI PRECO,139,16468.29,118.48,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO RIBOLI,177,16463.15,93.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DO JAIR LJ1,257,16460.25,64.05,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPERMAXI,206,16454.19,79.87,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO COLIBRI,199,16448.2,82.65,2026-02-01 00:00:00,2026-02-01 00:00:00
PRACASA SUPERMERCADO,217,16445.95,75.79,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA PAGUE MENOS,221,16443.91,74.41,2026-02-01 00:00:00,2026-02-01 00:00:00
SM PARANA POTIGUARA,258,16431.32,63.69,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMIX OLHO D AGUA,185,16430.64,88.81,2026-02-01 00:00:00,2026-02-01 00:00:00
DFL SUPERMERCADOS,262,16423.6,62.69,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SEMPREBON,248,16422.04,66.22,2026-02-01 00:00:00,2026-02-01 00:00:00
SANTA CLARA SUPERMERCADO 78,190,16421.36,86.43,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER SALETE,222,16418.32,73.96,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER TELEMACO CIC,185,16409.85,88.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SOBERANO LJ1,215,16403.52,76.3,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE VIVO SUPERMERCADOS 18,238,16402.64,68.92,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DEGUCHI,229,16402.05,71.62,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADO DE FRIOS E CARNES,186,16401.07,88.18,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LORENCET LJ2,211,16398.12,77.72,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE SHOW CARAPINA,215,16395.56,76.26,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RAINHA PR,234,16392.23,70.05,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BOA VISTA,310,16391.97,52.88,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BROTAS LJ2,158,16384.53,103.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER NICK LJ1,226,16372.65,72.45,2026-02-01 00:00:00,2026-02-01 00:00:00
MIX SUPERMERCADO E LOJA,232,16371.45,70.57,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO MATHEUS,338,16370.41,48.43,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIO DE PRODUTOS ALIMENTICIOS ZILLI E LIMA LJ2,270,16361.19,60.6,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MM,257,16346.47,63.6,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DO BUGIU,351,16339.38,46.55,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ALT SELETO,247,16334.69,66.13,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO ENGENHO VELHO,223,16322.56,73.2,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MORAES LJ2,240,16318.93,68.0,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO DETIO,215,16312.01,75.87,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GHILARDI LJ3,190,16296.9,85.77,2026-02-01 00:00:00,2026-02-01 00:00:00
ALTERNATIVO SUPERMERCADO,287,16286.44,56.75,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA DEUS E FIEL,147,16279.9,110.75,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BARBOSAO,225,16278.22,72.35,2026-02-01 00:00:00,2026-02-01 00:00:00
4M SUPERMERECADO,162,16275.48,100.47,2026-02-01 00:00:00,2026-02-01 00:00:00
AMOROSO DELICATESSEN,212,16263.31,76.71,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA NOSSA SENHORA DA PENHA,258,16260.77,63.03,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO WILGES,246,16254.76,66.08,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DUCASTRO,177,16253.44,91.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SILVA CASTRO 3,222,16249.07,73.19,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO JUDAS LJ12,176,16244.23,92.3,2026-02-01 00:00:00,2026-02-01 00:00:00
CESTA DO POVO LJ15,227,16241.0,71.55,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SUPERVILLE,219,16240.56,74.16,2026-02-01 00:00:00,2026-02-01 00:00:00
BIA SUPERMERCADO,186,16237.39,87.3,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MASIEIRO,210,16227.35,77.27,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO VITORIA SP,254,16227.09,63.89,2026-02-01 00:00:00,2026-02-01 00:00:00
BARATAO SUPERMERCADO LJ 5,229,16226.26,70.86,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E ACOUGUE LONGO,240,16220.72,67.59,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BANANITAS,151,16215.34,107.39,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE POUPE MARKET LJ2,167,16206.25,97.04,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SARAIVA MARIA LEITE,142,16205.84,114.13,2026-02-01 00:00:00,2026-02-01 00:00:00
MARCIO ADRIANO THOMAS 1,154,16198.77,105.19,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE LIDER 2,178,16195.61,90.99,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PAULISTA LJ1,143,16183.63,113.17,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BONZAO 10,159,16181.75,101.77,2026-02-01 00:00:00,2026-02-01 00:00:00
PONTO FORTE SUPERMERCADOS,259,16181.37,62.48,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FARIAS,292,16180.06,55.41,2026-02-01 00:00:00,2026-02-01 00:00:00
CENTER SHOP LJ6,132,16178.68,122.57,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA SAO VICENTE,195,16165.51,82.9,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL JAPIIM LJ4,141,16158.9,114.6,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PORTIOLLI,166,16158.33,97.34,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SIMILI,214,16158.21,75.51,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP BARAO 1,165,16156.45,97.92,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL MURTA II,112,16156.09,144.25,2026-02-01 00:00:00,2026-02-01 00:00:00
FERREIRA JOSE DE FREITAS,252,16155.74,64.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BOM PRECO RS,233,16151.81,69.32,2026-02-01 00:00:00,2026-02-01 00:00:00
PAGMENOS SUPERMERCADOS,210,16151.14,76.91,2026-02-01 00:00:00,2026-02-01 00:00:00
AMIGAO SUPERMERCADO PR,148,16147.77,109.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BISCOITAO,174,16145.77,92.79,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GAMA LJ 02,214,16136.73,75.41,2026-02-01 00:00:00,2026-02-01 00:00:00
HIROIAQUE VIEIRAALVES LJ4,269,16136.57,59.99,2026-02-01 00:00:00,2026-02-01 00:00:00
CESTAO POPULAR,241,16125.12,66.91,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO REAL 1,242,16123.41,66.63,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VEIGA LJ2,178,16123.33,90.58,2026-02-01 00:00:00,2026-02-01 00:00:00
PEG LEVE,250,16122.92,64.49,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP OLIVEIRA LJ10,219,16120.47,73.61,2026-02-01 00:00:00,2026-02-01 00:00:00
PORTAL ATACAREJO LJ3,144,16118.96,111.94,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS MARTINS LJ1,187,16117.64,86.19,2026-02-01 00:00:00,2026-02-01 00:00:00
BARATAO DAS VERDURAS,180,16117.57,89.54,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MOTTA E LIMA,213,16116.65,75.67,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RURAL,236,16110.38,68.26,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MJ LJ2,162,16104.83,99.41,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NOVA PONTE,205,16104.65,78.56,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO UNIAO LOJA 2,186,16104.1,86.58,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO POTENCIA,208,16103.82,77.42,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER COMPRAS SG 4,202,16100.85,79.71,2026-02-01 00:00:00,2026-02-01 00:00:00
PADEIROS SUPERMERCADO,160,16097.87,100.61,2026-02-01 00:00:00,2026-02-01 00:00:00
PRADO SUPERMERCADO POCOS DE CALDAS LJ1,169,16093.42,95.23,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO AMIGAO,157,16093.1,102.5,2026-02-01 00:00:00,2026-02-01 00:00:00
COMPREMAIS LJ3,146,16092.02,110.22,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS CHAMA NAVIRAI PARAISO FILIAL 002,216,16085.89,74.47,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MAGS LJ3,213,16085.66,75.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ECONOMIA TOTAL,259,16079.2,62.08,2026-02-01 00:00:00,2026-02-01 00:00:00
IRMAOS BOMEDIANO E CIA 5,209,16078.3,76.93,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL ITAIBA,222,16071.07,72.39,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA DE CARNES SANTOS,152,16063.57,105.68,2026-02-01 00:00:00,2026-02-01 00:00:00
RED SUPERMERCADOS LJ1,224,16040.73,71.61,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ORLANDO,270,16036.37,59.39,2026-02-01 00:00:00,2026-02-01 00:00:00
MEGAMARX SUPERMERCADO E PANIFICACAO LJ2,315,16029.16,50.89,2026-02-01 00:00:00,2026-02-01 00:00:00
FRIOTRANS 14,34,16027.71,471.4,2026-02-01 00:00:00,2026-02-01 00:00:00
CESTA DO POVO LJ612,295,16025.7,54.32,2026-02-01 00:00:00,2026-02-01 00:00:00
DAKI COMERCIO LJ1,212,16019.92,75.57,2026-02-01 00:00:00,2026-02-01 00:00:00
RODOFRUTAS,121,16018.25,132.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BONS AMIGOS,188,16007.33,85.15,2026-02-01 00:00:00,2026-02-01 00:00:00
DI CASA SUPERMERCADOS LJ2,278,15999.19,57.55,2026-02-01 00:00:00,2026-02-01 00:00:00
LIDER SUPERMERCADO LJ5,220,15995.69,72.71,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CONTINENTAL,189,15993.84,84.62,2026-02-01 00:00:00,2026-02-01 00:00:00
LE MARCHE,145,15992.44,110.29,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ERIVALDO,300,15984.09,53.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO E PANIFICADORA DOCE PARAISO,172,15983.29,92.93,2026-02-01 00:00:00,2026-02-01 00:00:00
VIA BAHIA CONEGO PINHEIRO,240,15977.0,66.57,2026-02-01 00:00:00,2026-02-01 00:00:00
LEGAL SUPERMERCADOS L4,208,15976.46,76.81,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MERCOFRUTI LJ1,147,15975.66,108.68,2026-02-01 00:00:00,2026-02-01 00:00:00
BONIATTI EXPRESS,200,15975.5,79.88,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BIZARRI CANDIA,198,15966.51,80.64,2026-02-01 00:00:00,2026-02-01 00:00:00
BAR E MERCEARIA SAO FRANCISCO,135,15966.1,118.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS SAO LUIZ LJ105,233,15950.82,68.46,2026-02-01 00:00:00,2026-02-01 00:00:00
BONTEMPO SUPERMERCADOS LJ1,275,15950.04,58.0,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO AMORIM,156,15948.39,102.23,2026-02-01 00:00:00,2026-02-01 00:00:00
PRODUTOR SUPERMERCADO LJ9,257,15944.9,62.04,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BOM TAMBEM,231,15943.93,69.02,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MACIEL,217,15940.59,73.46,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FRUTPAR,178,15939.25,89.55,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM XODO LJ2,281,15939.2,56.72,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL SAVANINI LJ1,84,15928.95,189.63,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP AUXILIAR SEGISMU,236,15920.57,67.46,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO QUITANDAO LJ4,211,15918.17,75.44,2026-02-01 00:00:00,2026-02-01 00:00:00
MACHADO SUPERMERCADO,205,15913.48,77.63,2026-02-01 00:00:00,2026-02-01 00:00:00
SANTA CLARA SUPERMERCADO 89,180,15912.26,88.4,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PRINCIPAL DA PRACA,233,15904.69,68.26,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO TEREZINHA LJ1,207,15901.7,76.82,2026-02-01 00:00:00,2026-02-01 00:00:00
GROSS SUPERMERCADO,158,15899.62,100.63,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAN MARCO,129,15895.24,123.22,2026-02-01 00:00:00,2026-02-01 00:00:00
LUBIANI SUPERMERCADO,146,15894.79,108.87,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FARIAS LJ3,231,15892.68,68.8,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO O BARATEIRO,355,15890.02,44.76,2026-02-01 00:00:00,2026-02-01 00:00:00
ITUANO SUPERMERCADO LJ2,268,15887.14,59.28,2026-02-01 00:00:00,2026-02-01 00:00:00
MINI BOX LIDER LJ1,257,15883.68,61.8,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER WS LJ1,210,15879.9,75.62,2026-02-01 00:00:00,2026-02-01 00:00:00
DE ROCHI SUPERMERCADO,210,15874.77,75.59,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPER BOM,226,15872.76,70.23,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MERCOFRUTI LJ4,163,15870.04,97.36,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PAUVAN,178,15870.04,89.16,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL BELACAMPE,236,15869.49,67.24,2026-02-01 00:00:00,2026-02-01 00:00:00
MEDEIROS SUPERMERCADOS LJ6,238,15868.72,66.68,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BAENA,286,15865.5,55.47,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER BARAO SENADOR CANEDO LJ26,157,15864.13,101.05,2026-02-01 00:00:00,2026-02-01 00:00:00
SEMPRE BOM SUPERMERCADO LJ1,102,15856.29,155.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NOVA ALIANCA,248,15853.42,63.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SANTA CAROLINA,176,15853.25,90.08,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MAIATO,185,15853.09,85.69,2026-02-01 00:00:00,2026-02-01 00:00:00
KENIAN SUPERMERCADO,139,15850.0,114.03,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP BARBOSAO LJ15,201,15844.78,78.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NUNES LJ1,316,15840.5,50.13,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER THOME,314,15832.42,50.42,2026-02-01 00:00:00,2026-02-01 00:00:00
POPY SUPERMERCADO 2,383,15831.9,41.34,2026-02-01 00:00:00,2026-02-01 00:00:00
MAGMAXX SUPERMERCADOS 3,181,15828.87,87.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO F E K LJ3,207,15823.93,76.44,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA BONFIM,199,15814.13,79.47,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO COPACABANA 11,191,15807.53,82.76,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SKINAO 3,219,15805.58,72.17,2026-02-01 00:00:00,2026-02-01 00:00:00
CORTEZ SUPERMERCADO MAGAZINE LJ1,119,15804.49,132.81,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CASA NEVES,163,15803.62,96.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER TONIOLLI,226,15802.86,69.92,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA VIEIRA MAGAZINE PATIO,229,15794.21,68.97,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO HOLANDA JL,166,15788.08,95.11,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VEIGA LJ1,160,15781.87,98.64,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PAO DE MEL,191,15777.29,82.6,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MERCADO KELLI,213,15775.42,74.06,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VIVVAN,217,15775.05,72.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MARAJO LJ2,186,15766.15,84.76,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO JM,320,15763.1,49.26,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO REIS ES,173,15762.09,91.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO VEM QUE TEM,268,15758.72,58.8,2026-02-01 00:00:00,2026-02-01 00:00:00
NOBRE SUPERMERCADOS,212,15752.85,74.31,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PEDROSA II,221,15752.01,71.28,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO LANHOSO LJ2,205,15745.16,76.81,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL PILE,280,15744.26,56.23,2026-02-01 00:00:00,2026-02-01 00:00:00
BRASIL SUPERMERCADO,267,15743.1,58.96,2026-02-01 00:00:00,2026-02-01 00:00:00
CAPUL LJ34,148,15741.91,106.36,2026-02-01 00:00:00,2026-02-01 00:00:00
REI DAS FRUTAS LJ1,222,15739.65,70.9,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MEIRELES,210,15734.74,74.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LZ,190,15732.71,82.8,2026-02-01 00:00:00,2026-02-01 00:00:00
UBERABA SUPERMERCADO LJ6,205,15728.76,76.73,2026-02-01 00:00:00,2026-02-01 00:00:00
EMAN SUPERMERCADO,223,15726.95,70.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BONSAI LJ 1,283,15722.72,55.56,2026-02-01 00:00:00,2026-02-01 00:00:00
DC SAO JOAO DO RIO VERMELHO,197,15720.01,79.8,2026-02-01 00:00:00,2026-02-01 00:00:00
ACOUGUE E MINI MERCADO CANTA GALO,205,15707.09,76.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FRANKLIN,199,15702.48,78.91,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL MAIS TATUAPE,150,15696.76,104.65,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA NOSSA SENHORA DA CONCEICAO,172,15690.48,91.22,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER BARBOSAO LJ2,249,15681.96,62.98,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO JOVEM PAN,189,15679.55,82.96,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PAULISTA,208,15679.03,75.38,2026-02-01 00:00:00,2026-02-01 00:00:00
ENKAZA SUPERMERCADO,198,15663.03,79.11,2026-02-01 00:00:00,2026-02-01 00:00:00
ALVORADA SUPERMERCADO,171,15656.7,91.56,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PINHEIRO LEME,205,15655.24,76.37,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER CASTAGNETI,115,15652.34,136.11,2026-02-01 00:00:00,2026-02-01 00:00:00
ACOUGUE DO BETINHO,217,15647.98,72.11,2026-02-01 00:00:00,2026-02-01 00:00:00
CALDEIRAO SUPERMERCADO,284,15643.77,55.08,2026-02-01 00:00:00,2026-02-01 00:00:00
CALDEIRA SUPERMERCADO,184,15641.48,85.01,2026-02-01 00:00:00,2026-02-01 00:00:00
MANO EXPRESS,188,15637.09,83.18,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CAMPOS NOVOS,228,15630.5,68.55,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BASTOS LJ2,173,15630.4,90.35,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA NOSSA SENHORA APARECIDA,272,15628.83,57.46,2026-02-01 00:00:00,2026-02-01 00:00:00
SERTTO SUPERMERCADOS LJ2,180,15628.16,86.82,2026-02-01 00:00:00,2026-02-01 00:00:00
EXTRA FRUTTI,292,15626.53,53.52,2026-02-01 00:00:00,2026-02-01 00:00:00
DISTRIBUIDORA DE BEBIDAS PEDROSA LJ1,250,15626.51,62.51,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PRIMUS,334,15624.65,46.78,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PIMENTEL LJ4,260,15617.28,60.07,2026-02-01 00:00:00,2026-02-01 00:00:00
MAJOR SUPERMERCADOS LJ1,177,15611.92,88.2,2026-02-01 00:00:00,2026-02-01 00:00:00
ROCHA CARNES LJ6,225,15602.23,69.34,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP BARBOSAO LJ11,224,15597.84,69.63,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SASSET LJ7,195,15593.72,79.97,2026-02-01 00:00:00,2026-02-01 00:00:00
ARIEL SUPERMERCADO LJ4,312,15593.69,49.98,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TUKA,262,15593.14,59.52,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA GRANDE 1,152,15592.75,102.58,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MENDES LJ1,144,15588.3,108.25,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO IRMAOS GONZAGA,161,15580.88,96.78,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SANTA HELENA LJ4,126,15579.79,123.65,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO E PANIFICADORA IRMAOS DOURADO,253,15577.88,61.57,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NAVIRAI IV,147,15572.57,105.94,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PRECO BOM LJ2,108,15566.24,144.13,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO FERREIRA,232,15557.73,67.06,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO LIMA,332,15556.75,46.86,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO A RODRIGUES,241,15555.88,64.55,2026-02-01 00:00:00,2026-02-01 00:00:00
FRIGOLIMA SUPERMERCADO LJ4,235,15555.51,66.19,2026-02-01 00:00:00,2026-02-01 00:00:00
COMPRE FORTE SUPERMERCADOS 4,222,15555.01,70.07,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PIC 7,176,15550.82,88.36,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER IMPERIO DA CARNE,236,15546.21,65.87,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS TRADICAO LJ5,59,15545.23,263.48,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL NEVES,163,15539.79,95.34,2026-02-01 00:00:00,2026-02-01 00:00:00
DVILLA SUPERMERCADOS LJ12,175,15537.84,88.79,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SACOLA CHEIA,73,15531.78,212.76,2026-02-01 00:00:00,2026-02-01 00:00:00
D A F,45,15527.07,345.05,2026-02-01 00:00:00,2026-02-01 00:00:00
